iter	MultiClass
1515	0.4562269679
1516	0.4560850093
1517	0.4559688472
1518	0.4558143212
1519	0.4557692746
1520	0.4555074639
1521	0.4552558634
1522	0.4551246416
1523	0.4548214962
1524	0.4544968385
1525	0.4542325677
1526	0.4541736428
